Setcode,"Card Name ""JP (EN)""",Image,Type,Rarity,Color,LIFE/HP,Tags,Text,Alternate Art,Rarity,Alternate Art 2,Rarity
hBP05-066_SR,"不知火フレア
(Shiranui Flare)",,1st holomem,R,Yellow,180,#JP #Gen 3 #Half-Elf,"Gift: Winter Trip
[Collab Position Only]When your center holomem with #Gen 3 used Arts, you may archive 1 card from your hand: Draw 1 card.

Arts: Pure as Snow and Ice
Cost: 2 any color
Power: 30+
This Arts gets +10 for each differently named holomem with #Gen 3 on your stage.",,,,
hBP05-067_SR,"不知火フレア
(Shiranui Flare)",,2nd holomem,RR,Yellow,200,#JP #Gen 3 #Half-Elf,"Gift: Colorful Stream
When this holomem used Arts, you may reattach 2 cheers from this holomem to 1 of your back holomem. Return 1 1st holomem with the same card name you sent the cheer to from your archive to hand.

Arts: Putting Smiles on Every Face
Cost: 2 yellow, 1 any color
Power: 120+, +50 vs blue
You may roll a die once: If the result is greater than or equal to your life, the Arts gets +60. If the result is less than or equal to your life, draw 1 card.",,UR,,
hBP05-070_SR,"白上フブキ
(Shirakami Fubuki)",,2nd holomem,RR,Yellow,200,#JP #Gen 1 #GAMERS #Kemomimi #Painting,"Arts: Welcome to Fubuki's Café
Cost: 2 any color
Power: 60, +50 vs blue
You may choose any number of [mascot and fan] with #Shirakami's Character from your archive, and attach them to your holomem as you choose.

Arts: King and Café Manager
Cost: 4 any color
Power: 100+, +50 vs blue
If your [Oshi holomem is <Shirakami Fubuki> or Oshi holomem is yellow], and a total of 4 or more [tool, mascot and fan] are on your stage, this Arts gets +100.",,UR,,
hBP05-071_SR,"戌神ころね
(Inugami Korone)",,2nd holomem,R,Yellow,200,#JP #GAMERS #Kemomimi,"Bloom Effect: Inugami Family
Reveal 1 1st holomem other than Buzz from your deck with #GAMERS, and add it to hand. Then, shuffle the deck.

Arts: YB-2
Cost: 1 any color
Power: 50+, +50 vs blue
During this turn, 1 holomem with #GAMERS on your stage gets Arts+30.",,,,
hBP05-072_SR,"角巻わため
(Tsunomaki Watame)",,1st Buzz holomem,R,Yellow,250,#JP #Gen 4 #Kemomimi #Singing,"Arts: A Different Colored Backpack from Yours
Cost: 2 yellow
Power: 50+
[Center Position Only]If 4 or more cheers are attached to this holomem, during this turn, this holomem and your collab holomem get Arts+50.

Arts: Seaside Date with Watame
Cost: 2 yellow, 1 any color
Power: 80
If your Oshi holomem is <Tsunomaki Watame>, you may send the top card of your cheer deck to your <Tsunomaki Watame>.

Extra: If this holomem is downed, you get life-2",,,,
hBP05-073_SR,"アユンダ・リス
(Ayunda Risu)",,2nd holomem,R,Yellow,200,#ID #ID Gen 1 #Kemomimi #Singing,"Collab Effect: BRRRR
Look at the top 3 cards of your cheer deck. Reveal 1 cheer from among them, and send it to your <Ayunda Risu>. Then, return the remaining cheers to the bottom of the cheer deck in any order. Draw 1 card.

Arts: It's Time to RE4GE!!!!!
Cost: 1 yellow, 1 any color
Power: 50+, +50 vs white
If your Oshi holomem is <Ayunda Risu>, this Arts gets +10 for each cheer attached to all of your holomem with #ID Gen 1. However, only up to 10 cheers are counted.",,,,
hBP05-080_SR,"SorAZセレブレーション
(SorAZ Celebration)",,Support (Event),U,,,,"LIMITED: Only one can be used per turn.

Draw 2 cards. Look at the top 5 cards of your deck. Reveal 1 1st holomem from among them, and add it to hand. Then, return the remaining cards to the bottom of the deck in any order.",,SR,,SEC
hBP05-012_UR,"白銀ノエル
(Shirogane Noel)",,2nd holomem,RR,White,220,#JP #Gen 3 #Alcohol,"Arts: Way of the Order
Cost: 2 any color
Power: 80+, +50 vs green
If this holomem's HP is reduced, this Arts gets +40.

Arts: Merciful Strike
Cost: 1 white, 2 any color
Power: 130+, +50 vs green
[Center Position Only]If you have a collab holomem with #Gen 3, this Arts gets +30.",,UR,,
hBP05-016_UR,"兎田ぺこら
(Usada Pekora)",,2nd holomem,RR,White,210,#JP #Gen 3 #Kemomimi,"Gift: The Strongest Goddess
When this holomem used Arts, if the total number rolled from a die for that Arts is odd, draw 1 card. If it is even, draw 2 cards.

Arts: Worship Usa Pekora, Peko!
Cost: 4 any color
Power: 120+, +50 vs red
You may roll a die once for each holomem that is stacked to this holomem: This Arts gets +10x the total number rolled.",,UR,,SEC
hBP05-023_UR,"アイラニ・イオフィフティーン
(Airani Iofifteen)",,2nd holomem,RR,Green,200,#ID #ID Gen 1 #Painting,"Gift: Alien Princess
When this holomem downed your opponent's holomem, you may send 1 cheer from your archive to your holomem with #ID Gen 1.

Arts: Relation Garden
Cost: 1 green, 2 any color
Power: 130+, +50 vs white
[Center Position Only]If your Oshi holomem is <Airani Iofifteen>, this Arts gets +20 for every 3 cheers on your stage.",,UR,,
hBP05-027_UR,"アキ・ローゼンタール
(Aki Rosenthal)",,2nd holomem,RR,Green,210,#JP #Gen 1 #Half-Elf #Alcohol,"Bloom Effect: Games? Sports? Camping?!
You may archive 1 tool attached to this holomem: Reveal 1 [holomem or tool] from your deck, and add it to hand. Then, shuffle the deck.

Arts: One for All
Cost: 1 green, 2 any color
Power: 130, +50 vs blue
If your Oshi holomem is <Aki Rosenthal>, restore 20 HP to all of your holomem. When your opponent's holomem is downed by this Arts, draw 1 card.",,UR,,
hBP05-034_UR,"尾丸ポルカ
(Omaru Polka)",,2nd holomem,RR,Red,190,#JP #Gen 5 #Kemomimi,"Bloom Effect: Sorry for the Wait!
[Center Position Only]You may archive any number of cards from your hand: Return 1 <Troupe Member> from your archive to hand for each card archived.

Arts: Are You Ready?
Cost: 1 red, 2 any color
Power: 110+, +50 vs green
If your Oshi holomem is <Omaru Polka>, this Arts gets +30 for every 10 cards in your archive.",,UR,,
hBP05-037_UR,"星街すいせい
(Hoshimachi Suisei)",,2nd holomem,RR,Red,210,#JP #Gen 0 #Singing,"Arts: Non-Limit Boost
Cost: 1 any color
Power: 50, +50 vs purple
If a red cheer and a blue cheer are attached to this holomem, you may send 2 cheers from your archive to this holomem. If only one of those colors is attached, you may send 1 cheer from your archive to this holomem.

Arts: Shout in Crisis
Cost: 4 any color
Power: 220, +50 vs purple
Archive all of this holomem's cheers.",,UR,,
hBP05-045_UR,"猫又おかゆ
(Nekomata Okayu)",,2nd holomem,RR,Blue,200,#JP #GAMERS #Kemomimi,"Gift: A Place Where I Can Be Myself
[Center Position Only]Your <Nekomata Okayu> Oshi holomem and all <Nekomata Okayu> on your stage deal +20 special damage to your opponent's center holomem.

Arts: Why Not Try Falling for Me?
Cost: 2 blue, 1 any color
Power: 120, +50 vs white
Deal 20 special damage to 1 of your opponent's holomem. You may send 1 cheer from your archive to your back holomem with #GAMERS.",,UR,,
hBP05-049_UR,"こぼ・かなえる
(Kobo Kanaeru)",,2nd holomem,RR,Blue,200,#ID #ID Gen 3,"Arts: Tracing Streaks of Rain
Cost: 1 blue
Power: 60, +50 vs white
If your opponent's back holomem have reduced HP by a total of 80 or more, you may send 1 blue cheer from your archive to your <Kobo Kanaeru>.

Arts: Lingering Echoes of Rain
Cost: 2 blue, 2 any color
Power: 120, +50 vs white
You may archive 2 cheers from this holomem: Deal 30 special damage to all of your opponent's back holomem. However, your opponent's life does not reduce even if downed.",,UR,,
hBP05-056_UR,"癒月ちょこ
(Yuzuki Choco)",,2nd holomem,RR,Purple,200,#JP #Gen 2 #Cooking,"Arts: With Love
Cost: 1 Purple, 1 any color
Power: 90+, +50 vs Blue
This Arts gets +20 for each event with #Food you used during this turn. However, only up to 2 events are counted.

Arts: By Your Side All Night Long
Cost: 1 Purple, 2 any color
Power: 150, +50 vs Blue
You may archive 2 cards from your hand: Return 1 holomem with #Cooking from your archive to hand.",,UR,,
hBP05-061_UR,"ネリッサ・レイヴンクロフト
(Nerissa Ravencroft)",,2nd holomem,RR,Purple,200,#EN #Advent #Singing #Bird,"Gift: DEO
When this holomem downed your opponent's holomem, draw 2 cards.

Arts: Unleashed Charm
Cost: 1 purple, 2 any color
Power: 120+, +50 vs blue
You may archive 1~3 cards from your hand: During this turn, for each card archived by this ability, 1 of your holomem with #Singing on stage gets Arts+20.",,UR,,
hBP05-067_UR,"不知火フレア
(Shiranui Flare)",,2nd holomem,RR,Yellow,200,#JP #Gen 3 #Half-Elf,"Gift: Colorful Stream
When this holomem used Arts, you may reattach 2 cheers from this holomem to 1 of your back holomem. Return 1 1st holomem with the same card name you sent the cheer to from your archive to hand.

Arts: Putting Smiles on Every Face
Cost: 2 yellow, 1 any color
Power: 120+, +50 vs blue
You may roll a die once: If the result is greater than or equal to your life, the Arts gets +60. If the result is less than or equal to your life, draw 1 card.",,UR,,
hBP05-070_UR,"白上フブキ
(Shirakami Fubuki)",,2nd holomem,RR,Yellow,200,#JP #Gen 1 #GAMERS #Kemomimi #Painting,"Arts: Welcome to Fubuki's Café
Cost: 2 any color
Power: 60, +50 vs blue
You may choose any number of [mascot and fan] with #Shirakami's Character from your archive, and attach them to your holomem as you choose.

Arts: King and Café Manager
Cost: 4 any color
Power: 100+, +50 vs blue
If your [Oshi holomem is <Shirakami Fubuki> or Oshi holomem is yellow], and a total of 4 or more [tool, mascot and fan] are on your stage, this Arts gets +100.",,UR,,
hBP05-003_SEC,"尾丸ポルカ
(Omaru Polka)",,Oshi holomem,OSR,Red,5,,"Oshi Skill holo Power -2: Legend of Polka
[1/Turn]Draw cards until your hand has the same number as the number of <Troupe Member> on your stage. However, only up to 4 cards can be drawn.

SP Oshi Skill holo Power -2: Successful Experience!!!
[1/Game]Look at the top 7 cards of your deck. Reveal 1 [<Omaru Polka> and/or Staff] each from among them, and add the revealed cards to hand. Then, archive the remaining cards.",,OUR,,SEC
hBP05-005_SEC,"癒月ちょこ
(Yuzuki Choco)",,Oshi holomem,OSR,Purple,5,,"Oshi Skill holo Power -1: Be Smitten by Choco!
[1/Turn]Reveal 1 event with #Food from your deck, and add it to hand. Then, shuffle the deck.

SP Oshi Skill holo Power -2: Cooking with Choco
[1/Game]Return 1~4 events with #Food from your archive to hand. During this turn, all of your holomem on stage with #Cooking get Arts+40.",,OUR,,SEC
hBP05-016_SEC,"兎田ぺこら
(Usada Pekora)",,2nd holomem,RR,White,210,#JP #Gen 3 #Kemomimi,"Gift: The Strongest Goddess
When this holomem used Arts, if the total number rolled from a die for that Arts is odd, draw 1 card. If it is even, draw 2 cards.

Arts: Worship Usa Pekora, Peko!
Cost: 4 any color
Power: 120+, +50 vs red
You may roll a die once for each holomem that is stacked to this holomem: This Arts gets +10x the total number rolled.",,UR,,SEC
hBP05-080_SEC,"SorAZセレブレーション
(SorAZ Celebration)",,Support (Event),U,,,,"LIMITED: Only one can be used per turn.

Draw 2 cards. Look at the top 5 cards of your deck. Reveal 1 1st holomem from among them, and add it to hand. Then, return the remaining cards to the bottom of the deck in any order.",,SR,,SEC
